Publikationsjahr,Indikator_Nr,jahr_num,jahr_char,Wert,Indikator_Name,IndikatorLabelShort,Wohnviertel_id,Wohnviertel,Rang,Indikator-Kategorie,Gewichtung_Text,Bewertung_Text,Einheit,wert_txt
2024,7,2023,2023,0.2748371336,Anteilsesshafte,Anteil Sesshafte,12,Altstadt Kleinbasel,2,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"27,5%"
2024,7,2023,2023,0.2874060578,Anteilsesshafte,Anteil Sesshafte,13,Clara,4,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"28,7%"
2024,7,2023,2023,0.3447441217,Anteilsesshafte,Anteil Sesshafte,14,Wettstein,15,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"34,5%"
2024,7,2023,2023,0.3847037927,Anteilsesshafte,Anteil Sesshafte,15,Hirzbrunnen,18,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"38,5%"
2024,7,2023,2023,0.1913532873,Anteilsesshafte,Anteil Sesshafte,16,Rosental,1,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"19,1%"
2024,7,2023,2023,0.3090106124,Anteilsesshafte,Anteil Sesshafte,17,Matthäus,10,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"30,9%"
2024,7,2023,2023,0.3144123534,Anteilsesshafte,Anteil Sesshafte,18,Klybeck,11,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"31,4%"
2024,7,2023,2023,0.3536067893,Anteilsesshafte,Anteil Sesshafte,19,Kleinhüningen,17,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"35,4%"
2024,7,2023,2023,0.4060337178,Anteilsesshafte,Anteil Sesshafte,20,Riehen,20,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"40,6%"
2024,7,2023,2023,0.4171732523,Anteilsesshafte,Anteil Sesshafte,30,Bettingen,21,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"41,7%"
2024,7,2023,2023,0.332,Anteilsesshafte,Anteil Sesshafte,99,Kanton Basel-Stadt,14,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"33,2%"
2024,8,2023,2023,0.141509434,Jugendquotient,Jugendquotient,1,Altstadt Grossbasel,2,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,142"
2024,8,2023,2023,0.1775184275,Jugendquotient,Jugendquotient,2,Vorstädte,3,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,178"
2024,8,2023,2023,0.2271991365,Jugendquotient,Jugendquotient,3,Am Ring,8,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,227"
2024,8,2023,2023,0.2316666667,Jugendquotient,Jugendquotient,4,Breite,9,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,232"
2024,8,2023,2023,0.3264633141,Jugendquotient,Jugendquotient,5,St. Alban,18,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,326"
2024,8,2023,2023,0.2026996284,Jugendquotient,Jugendquotient,6,Gundeldingen,5,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,203"
2024,8,2023,2023,0.4047080979,Jugendquotient,Jugendquotient,7,Bruderholz,21,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,405"
2024,8,2023,2023,0.3193659376,Jugendquotient,Jugendquotient,8,Bachletten,17,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,319"
2024,8,2023,2023,0.2770301624,Jugendquotient,Jugendquotient,9,Gotthelf,14,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,277"
2024,8,2023,2023,0.2644165536,Jugendquotient,Jugendquotient,10,Iselin,12,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,264"
2024,8,2023,2023,0.2636224098,Jugendquotient,Jugendquotient,11,St. Johann,11,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,264"
2024,8,2023,2023,0.1322170901,Jugendquotient,Jugendquotient,12,Altstadt Kleinbasel,1,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,132"
2024,8,2023,2023,0.1802502536,Jugendquotient,Jugendquotient,13,Clara,4,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,18"
2024,8,2023,2023,0.2223379328,Jugendquotient,Jugendquotient,14,Wettstein,7,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,222"
2024,8,2023,2023,0.3715393134,Jugendquotient,Jugendquotient,15,Hirzbrunnen,19,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,372"
2024,8,2023,2023,0.280945507,Jugendquotient,Jugendquotient,16,Rosental,15,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,281"
2024,8,2023,2023,0.205994247,Jugendquotient,Jugendquotient,17,Matthäus,6,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,206"
2024,8,2023,2023,0.2636054422,Jugendquotient,Jugendquotient,18,Klybeck,10,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,264"
2024,8,2023,2023,0.2966343411,Jugendquotient,Jugendquotient,19,Kleinhüningen,16,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,297"
2024,8,2023,2023,0.408506016,Jugendquotient,Jugendquotient,20,Riehen,22,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,409"
2024,8,2023,2023,0.3877266388,Jugendquotient,Jugendquotient,30,Bettingen,20,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,388"
2024,8,2023,2023,0.273,Jugendquotient,Jugendquotient,99,Kanton Basel-Stadt,13,Gesellschaft und Soziales,Der Jugendquotient ist für mich,Ein hoher Jugendquotient ist für mich,,"0,273"
2024,9,2023,2023,1822.93359375,Baujahrwohngebaeude,Baujahr Wohngebäude,1,Altstadt Grossbasel,1,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1823
2024,9,2023,2023,1899.336996336996,Baujahrwohngebaeude,Baujahr Wohngebäude,2,Vorstädte,3,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1899
2024,9,2023,2023,1921.088926174496,Baujahrwohngebaeude,Baujahr Wohngebäude,3,Am Ring,4,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1921
2024,9,2023,2023,1942.375375375375,Baujahrwohngebaeude,Baujahr Wohngebäude,4,Breite,16,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1942
2024,9,2023,2023,1940.9942004971,Baujahrwohngebaeude,Baujahr Wohngebäude,5,St. Alban,15,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1941
2024,9,2023,2023,1933.05156794425,Baujahrwohngebaeude,Baujahr Wohngebäude,6,Gundeldingen,8,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1933
2024,9,2023,2023,1950.195168166745,Baujahrwohngebaeude,Baujahr Wohngebäude,7,Bruderholz,19,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1950
2024,9,2023,2023,1934.623805732484,Baujahrwohngebaeude,Baujahr Wohngebäude,8,Bachletten,11,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1935
2024,9,2023,2023,1926.068577277379,Baujahrwohngebaeude,Baujahr Wohngebäude,9,Gotthelf,6,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1926
2024,9,2023,2023,1938.680384087791,Baujahrwohngebaeude,Baujahr Wohngebäude,10,Iselin,14,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1939
2024,9,2023,2023,1934.521172638436,Baujahrwohngebaeude,Baujahr Wohngebäude,11,St. Johann,10,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1935
2024,9,2023,2023,1881.503472222222,Baujahrwohngebaeude,Baujahr Wohngebäude,12,Altstadt Kleinbasel,2,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1882
2024,9,2023,2023,1929.912698412698,Baujahrwohngebaeude,Baujahr Wohngebäude,13,Clara,7,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1930
2024,9,2023,2023,1933.523272214386,Baujahrwohngebaeude,Baujahr Wohngebäude,14,Wettstein,9,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1934
2024,9,2023,2023,1942.861895794099,Baujahrwohngebaeude,Baujahr Wohngebäude,15,Hirzbrunnen,17,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1943
2024,9,2023,2023,1952.694006309148,Baujahrwohngebaeude,Baujahr Wohngebäude,16,Rosental,20,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1953
2024,9,2023,2023,1925.735472679965,Baujahrwohngebaeude,Baujahr Wohngebäude,17,Matthäus,5,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1926
2024,9,2023,2023,1938.066361556064,Baujahrwohngebaeude,Baujahr Wohngebäude,18,Klybeck,13,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1938
2024,9,2023,2023,1948.082352941176,Baujahrwohngebaeude,Baujahr Wohngebäude,19,Kleinhüningen,18,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1948
2024,9,2023,2023,1960.135135135135,Baujahrwohngebaeude,Baujahr Wohngebäude,20,Riehen,21,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1960
2024,9,2023,2023,1965.555555555555,Baujahrwohngebaeude,Baujahr Wohngebäude,30,Bettingen,22,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1966
2024,9,2023,2023,1936.0,Baujahrwohngebaeude,Baujahr Wohngebäude,99,Kanton Basel-Stadt,12,Raum und Umwelt,Das Baujahr der Wohngebäude ist für mich,Ein hohes Baujahr der Wohngebäude ist für mich,,1936
2024,10,2023,2023,0.1015625,Anteileinfhaeuser,Anteil Einfamilienhäuser,1,Altstadt Grossbasel,8,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"10,2%"
2024,10,2023,2023,0.07326007326,Anteileinfhaeuser,Anteil Einfamilienhäuser,2,Vorstädte,6,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"7,33%"
2024,10,2023,2023,0.19043624161,Anteileinfhaeuser,Anteil Einfamilienhäuser,3,Am Ring,12,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,, 19%
2024,10,2023,2023,0.129129129129,Anteileinfhaeuser,Anteil Einfamilienhäuser,4,Breite,9,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"12,9%"
2024,10,2023,2023,0.332228666114,Anteileinfhaeuser,Anteil Einfamilienhäuser,5,St. Alban,14,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"33,2%"
2024,10,2023,2023,0.027874564459,Anteileinfhaeuser,Anteil Einfamilienhäuser,6,Gundeldingen,2,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"2,79%"
2024,10,2023,2023,0.722406442444,Anteileinfhaeuser,Anteil Einfamilienhäuser,7,Bruderholz,21,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"72,2%"
2024,10,2023,2023,0.556130573248,Anteileinfhaeuser,Anteil Einfamilienhäuser,8,Bachletten,18,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"55,6%"
2024,10,2023,2023,0.363357215967,Anteileinfhaeuser,Anteil Einfamilienhäuser,9,Gotthelf,16,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"36,3%"
2024,10,2023,2023,0.164609053497,Anteileinfhaeuser,Anteil Einfamilienhäuser,10,Iselin,11,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"16,5%"
2024,10,2023,2023,0.245602605863,Anteileinfhaeuser,Anteil Einfamilienhäuser,11,St. Johann,13,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"24,6%"
2024,10,2023,2023,0.097222222222,Anteileinfhaeuser,Anteil Einfamilienhäuser,12,Altstadt Kleinbasel,7,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"9,72%"
2024,10,2023,2023,0.019841269841,Anteileinfhaeuser,Anteil Einfamilienhäuser,13,Clara,1,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"1,98%"
2024,10,2023,2023,0.334273624823,Anteileinfhaeuser,Anteil Einfamilienhäuser,14,Wettstein,15,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"33,4%"
2024,10,2023,2023,0.693032015065,Anteileinfhaeuser,Anteil Einfamilienhäuser,15,Hirzbrunnen,20,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"69,3%"
2024,10,2023,2023,0.063091482649,Anteileinfhaeuser,Anteil Einfamilienhäuser,16,Rosental,3,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"6,31%"
2024,10,2023,2023,0.068516912402,Anteileinfhaeuser,Anteil Einfamilienhäuser,17,Matthäus,4,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"6,85%"
2024,10,2023,2023,0.070938215102,Anteileinfhaeuser,Anteil Einfamilienhäuser,18,Klybeck,5,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"7,09%"
2024,10,2023,2023,0.15294117647,Anteileinfhaeuser,Anteil Einfamilienhäuser,19,Kleinhüningen,10,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"15,3%"
2024,10,2023,2023,0.653819036427,Anteileinfhaeuser,Anteil Einfamilienhäuser,20,Riehen,19,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"65,4%"
2024,10,2023,2023,0.774691358024,Anteileinfhaeuser,Anteil Einfamilienhäuser,30,Bettingen,22,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"77,5%"
2024,10,2023,2023,0.393,Anteileinfhaeuser,Anteil Einfamilienhäuser,99,Kanton Basel-Stadt,17,Raum und Umwelt,Der Anteil Einfamilienhäuser ist für mich,Ein hoher Anteil Einfamilienhäuser ist für mich,,"39,3%"
2024,11,2023,2023,0.067,Gruenflaechenanteil,Anteil Grünfläche,1,Altstadt Grossbasel,1,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"6,7%"
2024,11,2023,2023,0.197,Gruenflaechenanteil,Anteil Grünfläche,2,Vorstädte,8,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"19,7%"
2024,11,2023,2023,0.246,Gruenflaechenanteil,Anteil Grünfläche,3,Am Ring,10,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"24,6%"
2024,11,2023,2023,0.362,Gruenflaechenanteil,Anteil Grünfläche,4,Breite,15,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"36,2%"
2024,11,2023,2023,0.317,Gruenflaechenanteil,Anteil Grünfläche,5,St. Alban,13,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"31,7%"
2024,11,2023,2023,0.178,Gruenflaechenanteil,Anteil Grünfläche,6,Gundeldingen,7,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"17,8%"
2024,11,2023,2023,0.714,Gruenflaechenanteil,Anteil Grünfläche,7,Bruderholz,20,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"71,4%"
2024,11,2023,2023,0.421,Gruenflaechenanteil,Anteil Grünfläche,8,Bachletten,17,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"42,1%"
2024,11,2023,2023,0.325,Gruenflaechenanteil,Anteil Grünfläche,9,Gotthelf,14,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"32,5%"
2024,11,2023,2023,0.363,Gruenflaechenanteil,Anteil Grünfläche,10,Iselin,16,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"36,3%"
2024,11,2023,2023,0.303,Gruenflaechenanteil,Anteil Grünfläche,11,St. Johann,12,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"30,3%"
2024,11,2023,2023,0.079,Gruenflaechenanteil,Anteil Grünfläche,12,Altstadt Kleinbasel,2,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"7,9%"
2024,11,2023,2023,0.159,Gruenflaechenanteil,Anteil Grünfläche,13,Clara,5,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"15,9%"
2024,11,2023,2023,0.282,Gruenflaechenanteil,Anteil Grünfläche,14,Wettstein,11,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"28,2%"
2024,11,2023,2023,0.597,Gruenflaechenanteil,Anteil Grünfläche,15,Hirzbrunnen,19,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"59,7%"
2024,11,2023,2023,0.157,Gruenflaechenanteil,Anteil Grünfläche,16,Rosental,4,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"15,7%"
2024,11,2023,2023,0.171,Gruenflaechenanteil,Anteil Grünfläche,17,Matthäus,6,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"17,1%"
2024,11,2023,2023,0.125,Gruenflaechenanteil,Anteil Grünfläche,18,Klybeck,3,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"12,5%"
2024,11,2023,2023,0.197,Gruenflaechenanteil,Anteil Grünfläche,19,Kleinhüningen,8,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"19,7%"
2024,11,2023,2023,0.791,Gruenflaechenanteil,Anteil Grünfläche,20,Riehen,21,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"79,1%"
2024,11,2023,2023,0.899,Gruenflaechenanteil,Anteil Grünfläche,30,Bettingen,22,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"89,9%"
2024,11,2023,2023,0.525,Gruenflaechenanteil,Anteil Grünfläche,99,Kanton Basel-Stadt,18,Raum und Umwelt,Der Anteil Grünfläche ist für mich,Ein hoher Anteil Grünfläche ist für mich,,"52,5%"
2024,12,2023,2023,88.222083,Flaecheprowohnung,Fläche pro Wohnung,1,Altstadt Grossbasel,17,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"88,2 m²"
2024,12,2023,2023,82.224013,Flaecheprowohnung,Fläche pro Wohnung,2,Vorstädte,15,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"82,2 m²"
2024,12,2023,2023,81.782338,Flaecheprowohnung,Fläche pro Wohnung,3,Am Ring,14,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"81,8 m²"
2024,12,2023,2023,70.770574,Flaecheprowohnung,Fläche pro Wohnung,4,Breite,8,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"70,8 m²"
2024,12,2023,2023,90.647359,Flaecheprowohnung,Fläche pro Wohnung,5,St. Alban,18,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"90,6 m²"
2024,12,2023,2023,70.180675,Flaecheprowohnung,Fläche pro Wohnung,6,Gundeldingen,6,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"70,2 m²"
2024,12,2023,2023,109.76468,Flaecheprowohnung,Fläche pro Wohnung,7,Bruderholz,21,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"109,8 m²"
2024,12,2023,2023,92.443066,Flaecheprowohnung,Fläche pro Wohnung,8,Bachletten,19,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"92,4 m²"
2024,12,2023,2023,74.560121,Flaecheprowohnung,Fläche pro Wohnung,9,Gotthelf,11,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"74,6 m²"
2024,12,2023,2023,68.915029,Flaecheprowohnung,Fläche pro Wohnung,10,Iselin,5,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"68,9 m²"
2024,12,2023,2023,72.194553,Flaecheprowohnung,Fläche pro Wohnung,11,St. Johann,10,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"72,2 m²"
2024,12,2023,2023,71.101967,Flaecheprowohnung,Fläche pro Wohnung,12,Altstadt Kleinbasel,9,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"71,1 m²"
2024,12,2023,2023,66.760574,Flaecheprowohnung,Fläche pro Wohnung,13,Clara,3,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"66,8 m²"
2024,12,2023,2023,82.875776,Flaecheprowohnung,Fläche pro Wohnung,14,Wettstein,16,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"82,9 m²"
2024,12,2023,2023,80.955426,Flaecheprowohnung,Fläche pro Wohnung,15,Hirzbrunnen,13,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"81,0 m²"
2024,12,2023,2023,70.212877,Flaecheprowohnung,Fläche pro Wohnung,16,Rosental,7,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"70,2 m²"
2024,12,2023,2023,67.117666,Flaecheprowohnung,Fläche pro Wohnung,17,Matthäus,4,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"67,1 m²"
2024,12,2023,2023,64.922508,Flaecheprowohnung,Fläche pro Wohnung,18,Klybeck,1,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"64,9 m²"
2024,12,2023,2023,66.547758,Flaecheprowohnung,Fläche pro Wohnung,19,Kleinhüningen,2,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"66,5 m²"
2024,12,2023,2023,102.453742,Flaecheprowohnung,Fläche pro Wohnung,20,Riehen,20,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"102,5 m²"
2024,12,2023,2023,120.159574,Flaecheprowohnung,Fläche pro Wohnung,30,Bettingen,22,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"120,2 m²"
2024,12,2023,2023,79.5,Flaecheprowohnung,Fläche pro Wohnung,99,Kanton Basel-Stadt,12,Raum und Umwelt,Die Fläche pro Wohnung ist für mich,Eine hohe Fläche pro Wohnung ist für mich,m²,"79,5 m²"
2024,13,2023,2023,53.671354,Wohnflaecheprokopf,Wohnfläche pro Kopf,1,Altstadt Grossbasel,22,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"53,7 m²"
2024,13,2023,2023,50.651554,Wohnflaecheprokopf,Wohnfläche pro Kopf,2,Vorstädte,20,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"50,7 m²"
2024,13,2023,2023,44.907467,Wohnflaecheprokopf,Wohnfläche pro Kopf,3,Am Ring,14,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"44,9 m²"
